RamanShift,CorrectedData
30.1047,166.98391532927468
32.3739,149.53198373651048
34.6426,141.28005047390712
36.9109,130.17811237630556
39.1787,116.6261648657463
41.4461,105.6742020624886
43.7131,95.52221692053003
45.9796,79.3702013371261
48.2456,70.56814625431018
50.5112,59.816041820413474
52.7764,46.213877478085806
55.0411,32.71164207181652
57.3054,19.65932398395619
59.5692,8.406911269738956
61.8326,0.9543917878057186
64.0955,-10.99824668727172
66.3579,-23.851016390465496
68.6199,-33.75381968426331
70.8815,-38.256320659499195
73.1426,-42.85784620634853
75.4032,-25.907341034343332
77.6634,19.096678296867935
79.9231,155.15595404197367
82.1824,452.9722282646957
84.4412,970.847241477196
86.6995,1628.782729661915
88.9574,2304.98041909282
91.2148,2776.4420197560516
93.4717,3009.769218587946
95.7282,3042.4636747604195
97.9842,3053.977017347696
100.2398,3027.0108449993627
102.4949,2968.516725825237
104.7495,2937.9461976650273
107.0036,2891.700768673276
109.2573,2831.2819176250628
111.5105,2760.4410943784605
113.7632,2688.579720478722
116.0154,2622.39918986669
118.2672,2551.4508695974105
120.5185,2460.836100501937
122.7693,2417.1061978968146
125.0197,2346.4624524902283
127.2696,2283.7061308192997
129.519,2246.588475956528
131.7679,2205.3607081373493
134.0163,2187.9240251313154
136.2642,2158.879602654373
138.5117,2141.928594543226
140.7587,2111.0221330457857
143.0052,2068.8613289906752
145.2512,2015.4972720962976
147.4967,1982.1310313924432
149.7417,1933.9636557539293
151.9863,1899.396174234263
154.2304,1879.3295965473148
156.4739,1858.8149134129947
158.717,1844.1030967579159
160.9596,1838.1450999205426
163.2017,1830.6918577983097
165.4433,1829.8942869071998
167.6844,1819.303285456277
169.925,1783.1697333556644
172.1651,1725.69449232245
174.4047,1692.078406242027
176.6439,1646.8723017428422
178.8825,1607.6269885325587
181.1206,1590.693259850117
183.3582,1567.9218928581895
185.5954,1550.6636488125127
187.832,1526.4692732896078
190.0681,1507.4894963593583
192.3037,1498.675032826955
194.5388,1488.9765824226938
196.7734,1493.1948298901211
199.0075,1472.7804450830167
201.2411,1485.7840829232127
203.4742,1475.256383604738
205.7068,1494.1479724637804
207.9389,1480.4594600839637
210.1704,1486.4914421074332
212.4015,1472.0444993717388
214.632,1458.1691978495169
216.862,1449.2660887929596
219.0915,1437.9857088725666
221.3205,1448.5785802661776
223.549,1436.9952107717763
225.777,1422.2360937015605
228.0044,1393.8017079977762
230.2314,1378.2425183803111
232.4578,1354.9089756310336
234.6837,1333.8015167493882
236.909,1315.3705651857306
239.1339,1291.7165310524022
241.3582,1286.1398113080381
243.582,1275.6907899941102
245.8053,1262.0198382906908
248.0281,1253.177314620947
250.2503,1254.3135647878462
252.472,1231.7789220625846
254.6932,1226.373707173222
256.9139,1222.6982285300294
259.134,1218.6027822795422
261.3536,1218.6376523413132
263.5727,1224.3531104488668
265.7912,1235.7994161493539
268.0092,1265.2268167463922
270.2267,1282.385547185607
272.4436,1299.1758297603558
274.6601,1309.8478739401417
276.8759,1316.1518762027083
279.0913,1303.988019927324
281.3061,1308.1064753317362
283.5204,1307.5073995938142
285.7341,1316.4909368103624
287.9473,1305.8572180031117
290.16,1304.4563610288833
292.3721,1270.238470685929
294.5837,1236.6036387279353
296.7947,1201.4019442062063
299.0052,1196.783453806008
301.2152,1180.198222198589
303.4246,1147.496292087364
305.6334,1128.9776943737652
307.8418,1091.9924484842622
310.0495,1069.0905625555497
312.2568,1049.1720338043963
314.4635,998.1868487566669
316.6696,964.5349834465067
318.8752,915.866403926191
321.0802,900.3310666026478
323.2847,872.7789187241399
325.4887,864.4098985356218
327.692,865.373935554258
329.8949,888.1709506531151
332.0972,897.1508560515215
334.2989,895.9635550870967
336.5001,884.008942125952
338.7007,870.1869025745641
340.9008,831.1473129993221
343.1003,793.2900412647457
345.2992,756.3149469238822
347.4976,713.5718815968796
349.6955,675.1106893407364
351.8927,669.2812070767332
354.0895,645.483264975044
356.2856,626.4166865130312
358.4812,611.8812887132258
360.6763,599.2768823339923
362.8707,596.4532720148832
365.0646,594.0102564026831
367.258,586.8976281796438
369.4508,583.3651740879161
371.643,597.1626750006733
373.8346,597.8399059574385
376.0257,610.4966360261085
378.2162,619.5826282961825
380.4062,622.6976397521942
382.5956,596.2914211828506
384.7844,566.3637171498833
386.9726,534.164266252111
389.1603,503.4928014247157
391.3474,488.49905026123724
393.5339,489.08273532028875
395.7199,474.3935742754934
397.9052,473.1312799096472
400.09,500.59556026161135
402.2743,525.4361186389351
404.4579,535.7026533432122
406.641,555.8948574216763
408.8235,592.0624185645354
411.0054,614.5050189030499
413.1868,678.522334647856
415.3675,738.1140358645412
417.5477,741.9797858334709
419.7273,677.3692404538692
421.9064,586.3320482051638
424.0848,518.1678507930903
426.2627,475.626284060065
428.4399,445.8069786668259
430.6166,397.8095605178487
432.7928,350.53365105954026
434.9683,312.92886776021305
437.1432,286.19482458284324
439.3176,269.83113236111853
441.4914,257.1373990667796
443.6645,245.11322997325647
445.8371,256.8582277826058
448.0091,249.1719927457516
450.1806,240.40412254503713
452.3514,220.60421237108585
454.5216,212.17185501048107
456.6913,209.45664104376465
458.8603,221.0581589297601
461.0288,203.0259950327254
463.1967,212.75973350633762
465.3639,196.80895647401553
467.5306,191.67324393157992
469.6967,173.85217390676326
471.8622,176.0453225105657
474.0271,173.55226411546687
476.1914,168.77257133349212
478.3551,166.75581504114507
480.5182,165.00156442720368
482.6807,158.25938701288896
484.8426,170.17884866940676
487.0039,179.05951368536898
489.1647,207.65094464760114
491.3248,237.8027023523341
493.4843,245.71434551928974
495.6432,233.78543049016412
497.8015,213.56551114951048
499.9592,187.7541390440283
502.1163,160.90086358476356
504.2728,132.65523230522126
506.4287,115.4667911298975
508.5839,94.08508465673867
510.7386,90.85965632902253
512.8927,74.0400486491776
515.0461,95.97580321103578
517.199,95.01646086802953
