RamanShift,CorrectedData
30.1047,147.9372129436586
32.3739,136.30043284553113
34.6426,128.5636512680315
36.9109,117.17686536878323
39.1787,102.74007101977334
41.4461,93.00326292122013
43.7131,84.36643474594109
45.9796,72.02957923672109
48.2456,61.592688292680606
50.5112,48.70575309264433
52.7764,39.21876419950999
55.0411,30.131711689117836
57.3054,17.394585245120425
59.5692,6.157374249853204
61.8326,-4.329932088294239
64.0955,-10.967344622506044
66.3579,-20.454830949944817
68.6199,-29.69224910400037
70.8815,-35.97925277430138
73.1426,-35.71519902490796
75.4032,-22.749085487145095
77.6634,24.92044700250048
79.9231,141.894984870906
82.1824,415.9261142957442
84.4412,899.4154200357382
86.6995,1521.56448269035
88.9574,2129.8248738648867
91.2148,2579.598149949012
93.4717,2772.93584603414
95.7282,2805.539471415704
97.9842,2808.060507659778
100.2398,2783.250408277042
102.4949,2754.1105986975713
104.7495,2706.592476518936
107.0036,2672.997411797602
109.2573,2606.42674752411
111.5105,2545.431799959025
113.7632,2481.963859298647
116.0154,2414.4741902849573
118.2672,2346.9640328402984
120.5185,2278.384602742271
122.7693,2216.5870922988356
125.0197,2156.9726710341083
127.2696,2091.0424863063317
129.519,2059.4476639040245
131.7679,2024.1393087052793
134.0163,2003.1185049937121
136.2642,1980.1863168115467
138.5117,1972.293788169821
140.7587,1927.7419432777103
143.0052,1901.8817866214524
145.2512,1867.2643034098655
147.4967,1812.4904598329506
149.7417,1767.461203408066
151.9863,1724.5274635276644
154.2304,1709.4901519095877
156.4739,1689.400163026403
158.717,1690.1583742557766
160.9596,1692.6656460813733
163.2017,1679.1728220852738
165.4433,1685.9307289229023
167.6844,1668.8401764579557
169.925,1642.751957694824
172.1651,1581.1168489494944
174.4047,1546.7356101104365
176.6439,1513.7089852549502
178.8825,1482.6377029929804
181.1206,1455.7724767973818
183.3582,1435.5140053146324
185.5954,1425.3629726334862
187.832,1400.7200484875561
190.0681,1387.3358883568271
192.3037,1386.6111337140824
194.5388,1363.396412158747
196.7734,1374.6423374241342
199.0075,1358.2495096095947
201.2411,1380.4185150680553
203.4742,1374.6499265699476
205.7068,1363.0943030815208
207.9389,1373.9521898225228
210.1704,1371.32411838176
212.4015,1348.1106066085167
214.632,1338.9621586388375
216.862,1329.0292651276595
219.0915,1323.0624033402996
221.3205,1328.6620372517823
223.549,1315.828617606508
225.777,1302.6625818622572
228.0044,1291.3643543185246
230.2314,1276.5343462481799
232.4578,1261.522956010449
234.6837,1233.3305691992155
236.909,1222.3575587931334
239.1339,1201.904285437552
241.3582,1179.7710975542445
243.582,1155.9583315459417
245.8053,1167.166312017665
248.0281,1153.34535201485
250.2503,1143.6957529112724
252.472,1125.5178045472535
254.6932,1124.7617853261572
256.9139,1118.22796239617
259.134,1113.4165916578604
261.3536,1117.4279178295178
263.5727,1129.212174495266
265.7912,1141.7695840649512
268.0092,1163.5003576562963
270.2267,1191.2046949693313
272.4436,1213.182784069081
274.6601,1200.4348011085244
276.8759,1204.9609101088142
279.0913,1211.4112630867546
281.3061,1191.7360000095423
283.5204,1204.7852487302616
285.7341,1208.8591251846378
287.9473,1214.6577332605432
290.16,1191.1311647572593
292.3721,1182.6794993274912
294.5837,1149.0528047126315
296.7947,1106.901136827279
