RamanShift,CorrectedData
30.1047,3444.596658284581
32.3739,3219.607073343641
34.6426,2997.817453956733
36.9109,2778.977733481822
39.1787,2551.6378152986936
41.4461,2326.947574997358
43.7131,2107.9068626514454
45.9796,1882.61550506511
48.2456,1658.7233079634348
50.5112,1437.930058245346
52.7764,1214.0355262225366
55.0411,996.1394678273989
57.3054,773.0916268519686
59.5692,557.3917371268869
61.8326,339.93952475187837
64.0955,121.18471025274977
66.3579,-88.62298924408702
68.6199,-301.4338578240673
70.8815,-487.8472942289638
73.1426,-634.9096858763099
75.4032,-640.6625465891707
77.6634,-317.7910474428495
79.9231,802.42604070619
82.1824,3554.913121734048
84.4412,8827.044591492562
86.6995,16377.594810284445
88.9574,23946.488050141958
91.2148,29502.24841932142
93.4717,32205.29978661427
95.7282,33112.415725789455
97.9842,33324.469488562936
100.2398,33216.533995526515
102.4949,32699.18183402729
104.7495,32418.73525924705
107.0036,31834.56619937573
109.2573,31694.346258415942
111.5105,31088.84672202463
113.7632,30880.788558915283
116.0154,30557.14242691292
118.2672,30439.57867503468
120.5185,30132.16734672628
122.7693,29885.178181037656
125.0197,29620.680615697056
127.2696,29561.693789580957
129.519,29404.586545359038
131.7679,29253.02743008404
134.0163,28584.13469676283
136.2642,28489.126305872014
138.5117,28369.41993204686
140.7587,28051.98296503137
143.0052,27814.28251087535
145.2512,27308.185395108776
147.4967,27222.108165118792
149.7417,26881.06709521071
151.9863,26557.078187468753
154.2304,26169.807175166472
156.4739,25939.36952600664
158.717,25794.080445993975
160.9596,25458.454881739483
163.2017,25042.05752191337
165.4433,24877.05280060131
167.6844,24536.854901468374
169.925,24313.32775940915
172.1651,23899.785063949643
174.4047,23573.690261482607
176.6439,23366.056559402925
178.8825,23119.846929368607
181.1206,22940.67410937707
183.3582,22651.30060622728
185.5954,22335.53869731145
187.832,22180.80043350882
190.0681,21966.247642343216
192.3037,21876.441929530498
194.5388,21754.84468112404
196.7734,21363.21706441282
199.0075,21334.220029137363
201.2411,21300.514311406034
203.4742,21174.41043398501
205.7068,21049.368706635323
207.9389,20870.99922737392
210.1704,20753.161883724057
212.4015,20575.16635449902
214.632,20328.022110980477
216.862,20271.288418698416
219.0915,20106.174339902653
221.3205,19930.1387341301
223.549,19836.690259855935
225.777,19730.087376253938
228.0044,19572.53834413101
230.2314,19477.551226993175
232.4578,19261.68389262109
234.6837,19119.294014019895
236.909,19128.68907157792
239.1339,18737.576354490546
241.3582,18658.562960666302
243.582,18339.505800637933
245.8053,18236.361598352574
248.0281,18028.286894362296
250.2503,17861.788046855556
252.472,17692.07123373794
254.6932,17588.74245429718
256.9139,17344.4075309003
259.134,17303.122110026896
261.3536,16979.941664712504
263.5727,17089.42149496145
265.7912,16867.666730978643
268.0092,16782.532332074792
270.2267,16614.823088883943
272.4436,16482.443624214826
